des,type,p,q,soi,a,e,i,q
K14V43L, classical, m,0, S,42.636,0.074,4.764,39.480936
K14V43O, classical, m,0, S,43.918,0.047,40.143,41.853854
K14V43P, resonant,28,3, I,133.281,0.693,35.858,40.917267
K14Wo9C, resonant,3,2, S,39.511,0.256,9.269,29.396184
K14Wo9M, resonant,5,3, S,42.253,0.119,24.121,37.224893
K14Wo9P, classical, m,0, S,44.96,0.089,8.34,40.95856
K14Wo9S, classical, m,0, S,44.311,0.037,2.737,42.671493
K14Wo9W, classical, m,0, S,42.644,0.132,20.389,37.014992
K14Wp0B, resonant,3,2, S,39.498,0.232,12.624,30.334464
K14Wp0E, resonant,3,2, S,39.471,0.314,27.126,27.077106
K14Wp0O, resonant,3,2, S,39.37,0.183,6.724,32.16529
K14Wp0R, resonant,3,2, S,39.357,0.266,11.088,28.888038
K14Wp7M, resonant,2,1, S,47.688,0.065,19.484,44.58828
K14Wr6C, resonant,3,2, S,39.339,0.196,22.436,31.628556
K14Wr6D, resonant,3,2, S,39.411,0.249,16.608,29.597661
K14Wt5Z, classical, m,0, S,45.791,0.205,31.975,36.403845
K14Wt6A, resonant,3,1, S,62.509,0.362,23.842,39.880742
K14Wt6B, resonant,57,2, I,280.346,0.848,24.158,42.612592
K14Wt6C, classical, m,0, S,45.952,0.084,36.372,42.092032
K14Wy1X, resonant,3,2, S,39.599,0.14,10.481,34.05514
K14Wy2A, classical, m,0, S,45.896,0.114,30.688,40.663856
K14Wy2B, resonant,7,4, S,43.583,0.14,30.353,37.48138
K14Wy2C, classical, i,0, S,38.814,0.117,29.259,34.272762
K14Wy2D, classical, m,0, I,43.111,0.225,39.107,33.411025
K14Wy2E, detached,0,0, I,78.968,0.488,48.722,40.431616
K14Wy2F, detached,0,0, I,108.874,0.642,40.228,38.976892
K14Wy2G, classical, m,0, S,41.629,0.069,24.438,38.756599
K14Wy2L, classical, m,0, S,40.849,0.02,22.988,40.03202
K14Wy2M, classical, m,0, S,47.063,0.14,35.897,40.47418
K14Wz6L, classical, m,0, S,46.804,0.18,24.848,38.37928
K14X40Y, classical, m,0, S,47.237,0.148,29.064,40.245924
K14X40Z, classical, m,0, S,39.814,0.056,44.552,37.584416
K14X47Z, classical, m,0, S,46.035,0.233,33.43,35.308845
K14X48A, classical, m,0, S,46.74,0.205,26.58,37.1583
K14X48C, classical, m,0, S,41.29,0.13,28.195,35.9223
K14X54S, classical, m,0, S,46.998,0.22,28.926,36.65844
K14X54T, resonant,3,2, S,39.309,0.199,37.789,31.486509
K14Y50A, classical, m,0, S,46.429,0.17,23.877,38.53607
K14Y72R, resonant,3,2, S,39.352,0.144,26.789,33.685312
K14Y72T, classical, m,0, S,44.837,0.178,31.74,36.856014
K14Y72U, classical, m,0, S,46.52,0.146,30.178,39.72808
K14Y91W, classical, m,0, S,40.819,0.156,24.009,34.451236
K14Y91Z, resonant,2,1, SH,48.002,0.273,30.005,34.897454
K14Y92B, resonant,1,1, S,30.153,0.101,30.807,27.107547
K14Y92D, detached,0,0, S,75.053,0.353,36.26,48.559291
K14Y92F, resonant,19,11, I,43.285,0.12,29.658,38.0908
K14Y92G, resonant,2,1, S,47.723,0.192,26.627,38.560184
K14Y92H, classical, i,0, S,38.706,0.072,29.934,35.919168
K14Y92K, classical, m,0, S,39.744,0.063,54.791,37.240128
K14YA0D, resonant,3,2, S,39.559,0.295,25.317,27.889095
K15AS1J, resonant,19,11, S,43.27,0.128,26.811,37.73144
K15AS1L, classical, m,0, S,46.069,0.084,3.487,42.199204
K15AT3Q, classical, m,0, S,43.853,0.206,33.008,34.819282
K15AU4N, detached,0,0, I,131.355,0.701,32.014,39.275145
K15AU9B, resonant,3,2, IH,39.739,0.234,24.19,30.440074
K15Bp8P, resonant,7,4, S,43.634,0.18,10.153,35.77988
K15Bp8Q, classical, m,0, S,41.501,0.053,16.023,39.301447
K15Bp8S, classical, m,0, S,41.859,0.108,28.552,37.338228
K15Bp8Y, resonant,2,1, SH,47.487,0.214,26.162,37.324782
K15Bp9A, resonant,3,2, S,39.444,0.217,2.814,30.884652
K15DO9A, resonant,5,3, S,42.226,0.293,19.837,29.853782
K15DO9B, classical, m,0, S,45.212,0.18,23.448,37.07384
K15DO9C, resonant,13,8, I,41.562,0.089,20.616,37.862982
K15DP0Z, classical, m,0, S,42.668,0.141,21.966,36.651812
K15DV9M, scattering,0,0, I,282.734,0.86,6.838,39.58276
K15Fd2W, classical, m,0, S,44.636,0.085,3.092,40.84194
K15Fe3V, classical, m,0, I,47.399,0.192,11.922,38.298392
K15FY5R, resonant,3,2, S,39.372,0.136,13.582,34.017408
K15FY5S, classical, m,0, S,46.558,0.125,3.489,40.73825
K15G50Q, classical, m,0, S,46.217,0.167,11.549,38.498761
K15G54F, resonant,3,2, S,39.33,0.276,10.709,28.47492
K15G54G, resonant,3,2, S,39.499,0.262,0.89,29.150262
K15G54H, resonant,3,2, S,39.375,0.259,18.046,29.176875
K15G54J, resonant,3,2, S,39.204,0.2,19.142,31.3632
K15G54K, resonant,3,2, S,39.503,0.313,30.529,27.138561
K15G54L, resonant,3,2, S,39.519,0.238,1.247,30.113478
K15G54M, resonant,3,2, S,39.545,0.234,9.139,30.29147
K15G54N, resonant,3,2, S,39.548,0.168,1.226,32.903936
K15G54O, resonant,3,2, I,39.221,0.273,10.207,28.513667
K15G54P, resonant,3,2, S,39.385,0.295,10.909,27.766425
K15G54Q, resonant,3,2, S,39.376,0.178,10.723,32.367072
K15G54R, resonant,3,2, S,39.278,0.225,9.986,30.44045
K15G54S, resonant,3,2, S,39.605,0.238,3.576,30.17901
K15G54T, resonant,3,2, S,39.243,0.184,6.312,32.022288
K15G54U, resonant,3,2, S,39.392,0.099,5.582,35.492192
K15G54V, resonant,3,2, S,39.551,0.235,3.101,30.256515
K15G54W, resonant,3,2, S,39.378,0.185,3.394,32.09307
K15G54X, resonant,3,2, S,39.353,0.16,13.512,33.05652
K15G54Y, resonant,3,2, S,39.302,0.119,3.572,34.625062
K15G55C, resonant,7,4, S,43.672,0.082,2.02,40.090896
K15G55D, resonant,7,4, I,43.561,0.112,5.619,38.682168
K15G55E, resonant,7,4, I,43.627,0.058,1.774,41.096634
K15G55F, resonant,7,4, S,43.61,0.247,5.319,32.83833
K15G55G, resonant,7,4, S,43.522,0.162,2.955,36.471436
K15G55H, classical, m,0, S,43.77,0.119,4.555,38.56137
K15G55J, resonant,7,4, S,43.794,0.171,3.912,36.305226
K15G55L, resonant,7,4, S,43.664,0.053,11.293,41.349808
K15G55O, resonant,5,3, S,42.399,0.122,8.388,37.226322
K15G55P, resonant,4,3, S,36.388,0.119,10.376,32.057828
K15G55Q, classical, m,0, S,42.83,0.097,20.693,38.67549
K15G55S, classical, m,0, S,44.146,0.195,24.832,35.53753
K15G55T, scattering,0,0, I,45.967,0.249,11.745,34.521217
K15G56B, detached,0,0, I,91.071,0.544,29.457,41.528376
K15G56E, classical, m,0, S,43.091,0.053,0.036,40.807177
K15G56F, classical, m,0, S,42.682,0.01,1.655,42.25518
K15G56G, classical, m,0, S,43.517,0.086,3.528,39.774538
K15G56H, classical, m,0, S,46.191,0.234,37.472,35.382306
K15G56J, classical, m,0, S,43.807,0.068,3.631,40.828124
K15G56K, classical, m,0, S,44.532,0.107,2.072,39.767076
K15G56L, classical, m,0, S,40.062,0.084,17.778,36.696792
K15G56M, classical, m,0, S,43.811,0.049,2.005,41.664261
K15G56N, classical, m,0, S,42.654,0.046,2.83,40.691916
K15G56O, classical, m,0, S,46.61,0.062,10.96,43.72018
K15G56P, classical, m,0, S,41.731,0.171,30.188,34.594999
K15G56Q, classical, m,0, S,42.985,0.105,18.135,38.471575
K15G56R, classical, m,0, S,44.143,0.033,1.263,42.686281
K15G56S, classical, m,0, S,43.234,0.019,0.595,42.412554
K15G56T, classical, m,0, S,45.707,0.062,11.308,42.873166
K15G56U, classical, m,0, S,43.437,0.047,2.558,41.395461
K15G56V, classical, m,0, S,45.922,0.111,1.453,40.824658
K15G56W, classical, m,0, S,45.317,0.105,1.64,40.558715
K15G56X, classical, m,0, S,44.321,0.078,2.058,40.863962
K15G56Y, classical, m,0, S,43.347,0.048,0.77,41.266344
K15G56Z, classical, m,0, S,44.123,0.067,0.746,41.166759
K15G57A, classical, m,0, S,43.895,0.078,1.938,40.47119
K15G57B, classical, m,0, S,44.162,0.072,1.253,40.982336
K15G57C, classical, m,0, S,44.206,0.077,1.481,40.802138
K15G57D, classical, m,0, S,46.317,0.082,2.799,42.519006
K15G57E, classical, m,0, S,42.951,0.016,2.626,42.263784
K15G57F, classical, m,0, S,46.672,0.161,0.811,39.157808
K15G57G, classical, m,0, S,44.041,0.062,1.186,41.310458
K15G57H, classical, m,0, S,42.842,0.02,1.355,41.98516
K15G57J, classical, m,0, S,43.324,0.031,1.328,41.980956
K15G57K, classical, m,0, S,44.03,0.095,2.38,39.84715
K15G57L, classical, m,0, S,43.111,0.015,1.247,42.464335
K15G57M, classical, m,0, S,44.035,0.069,3.223,40.996585
K15G57N, classical, m,0, S,44.934,0.045,1.175,42.91197
K15G57O, classical, m,0, S,43.186,0.037,1.095,41.588118
K15G57P, classical, m,0, S,45.273,0.17,4.456,37.57659
K15G57Q, classical, m,0, I,44.996,0.109,0.921,40.091436
K15G57R, classical, m,0, S,43.953,0.056,1.686,41.491632
K15G57S, classical, m,0, S,43.985,0.044,1.83,42.04966
K15G57T, classical, m,0, S,43.92,0.068,2.286,40.93344
K15G57U, classical, m,0, S,44.126,0.079,2.38,40.640046
K15G57V, classical, m,0, S,42.963,0.048,2.295,40.900776
K15G57W, classical, m,0, S,44.923,0.05,3.833,42.67685
K15G57X, classical, m,0, S,45.633,0.181,14.365,37.373427
K15G57Y, classical, m,0, S,43.888,0.072,2.311,40.728064
K15G57Z, classical, m,0, S,44.239,0.065,3.7,41.363465
K15G58A, classical, m,0, S,41.856,0.148,17.416,35.661312
K15G58B, classical, m,0, S,43.985,0.11,4.429,39.14665
K15G58C, classical, m,0, S,44.115,0.025,2.93,43.012125
K15G58D, classical, m,0, S,43.58,0.081,3.259,40.05002
K15G58E, classical, m,0, S,42.787,0.03,3.546,41.50339
K15G58F, classical, m,0, S,43.953,0.082,3.127,40.348854
K15G58G, classical, m,0, S,44.165,0.066,1.975,41.25011
K15G58H, classical, m,0, S,43.5,0.029,2.188,42.2385
K15G58J, classical, m,0, S,45.316,0.119,3.563,39.923396
K15G58K, classical, m,0, S,44.081,0.092,5.576,40.025548
K15G58L, classical, m,0, S,44.368,0.059,1.977,41.750288
K15G58M, classical, m,0, S,43.774,0.055,2.83,41.36643
K15G58N, classical, m,0, S,46.063,0.105,3.061,41.226385
K15G58O, classical, m,0, S,44.27,0.045,4.264,42.27785
K15G58P, classical, m,0, S,44.035,0.072,2.614,40.86448
K15G58Q, classical, m,0, S,45.648,0.128,2.082,39.805056
K15G58R, classical, m,0, S,44.009,0.081,2.34,40.444271
K15G58S, classical, m,0, S,43.264,0.065,1.509,40.45184
K15G58T, classical, m,0, S,43.876,0.069,2.188,40.848556
K15G58U, classical, m,0, S,44.264,0.079,2.751,40.767144
K15G58V, classical, m,0, S,42.96,0.018,2.117,42.18672
K15G58W, classical, m,0, S,45.392,0.127,12.256,39.627216
K15G58X, classical, m,0, I,43.725,0.073,3.911,40.533075
K15G58Y, classical, m,0, I,44.527,0.065,2.914,41.632745
K15G58Z, classical, m,0, S,42.757,0.061,5.019,40.148823
K15G59A, classical, m,0, S,44.345,0.102,4.031,39.82181
K15G59B, classical, m,0, S,42.886,0.076,4.57,39.626664
K15G59C, classical, m,0, S,43.389,0.033,1.977,41.957163
K15G59D, classical, m,0, S,44.691,0.088,3.194,40.758192
K15G59E, classical, m,0, S,43.171,0.032,12.58,41.789528
K15G59F, classical, m,0, S,42.991,0.069,2.468,40.024621
K15G59G, classical, m,0, S,46.789,0.164,7.554,39.115604
K15G59H, classical, m,0, S,43.354,0.046,5.26,41.359716
K15G59J, classical, m,0, S,45.085,0.044,4.328,43.10126
K15G65R, resonant,3,2, S,39.301,0.289,2.012,27.943011
K15HJ5F, resonant,7,4, S,43.618,0.221,6.151,33.978422
K15HJ6Z, classical, m,0, S,43.143,0.042,1.822,41.330994
K15KG2H, detached,0,0, S,61.796,0.332,28.86,41.279728
K15KG3C, resonant,17,9, I,46.225,0.167,3.142,38.505425
K15KG3G, scattering,0,0, I,679.855,0.94,13.994,40.7913
K15KG3H, resonant,23,2, I,152.97,0.739,27.137,39.92517
K15KH2E, resonant,9,1, I,129.8,0.66,38.361,44.132
K15KH2G, detached,0,0, I,55.544,0.265,32.337,40.82484
K15KH3C, resonant,3,2, S,39.378,0.134,17.072,34.101348
K15KH3D, resonant,3,2, S,39.468,0.25,7.039,29.601
K15KH3E, resonant,3,2, S,39.351,0.254,8.117,29.355846
K15KH3F, resonant,3,2, S,39.36,0.257,15.335,29.24448
K15KH3G, resonant,3,2, S,39.465,0.282,7.147,28.33587
K15KH3H, resonant,3,2, S,39.513,0.287,9.708,28.172769
K15KH3J, resonant,3,2, S,39.316,0.109,11.101,35.030556
K15KH3K, resonant,3,2, S,39.235,0.256,10.46,29.19084
K15KH3L, resonant,3,2, S,39.436,0.327,10.38,26.540428
K15KH3M, resonant,3,2, S,39.469,0.228,8.264,30.470068
K15KH3N, resonant,3,2, S,39.556,0.193,7.983,31.921692
K15KH3O, resonant,3,2, S,39.464,0.194,13.047,31.807984
K15KH3P, resonant,3,2, S,39.321,0.223,7.331,30.552417
K15KH3Q, resonant,3,2, S,39.349,0.257,38.557,29.236307
K15KH3R, resonant,3,2, S,39.308,0.113,6.945,34.866196
K15KH3S, resonant,3,2, S,39.347,0.183,31.152,32.146499
K15KH3T, resonant,3,2, S,39.599,0.246,6.687,29.857646
K15KH3U, resonant,3,2, S,39.417,0.213,14.029,31.021179
K15KH3V, resonant,3,2, S,39.535,0.174,6.736,32.65591
K15KH3W, resonant,3,2, S,39.423,0.199,19.542,31.577823
K15KH3X, resonant,2,1, S,47.911,0.238,15.529,36.508182
K15KH4A, resonant,7,4, S,43.668,0.122,13.659,38.340504
K15KH4B, resonant,7,4, S,43.637,0.068,5.981,40.669684
K15KH4E, resonant,5,2, S,55.443,0.29,24.065,39.36453
K15KH4J, resonant,5,3, S,42.37,0.098,10.563,38.21774
K15KH4K, resonant,5,3, S,42.294,0.238,9.62,32.228028
K15KH4L, resonant,5,3, I,42.351,0.143,20.1,36.294807
K15KH4M, resonant,5,3, SH,42.236,0.211,14.42,33.324204
K15KH4N, classical, m,0, I,45.678,0.196,11.174,36.725112
K15KH4Q, classical, o,0, S,55.001,0.111,24.398,48.895889
K15KH4Z, detached,0,0, S,48.368,0.296,14.718,34.051072
K15KH5A, classical, m,0, S,43.334,0.072,8.772,40.213952
K15KH5B, classical, m,0, S,42.129,0.107,9.355,37.621197
K15KH5C, classical, m,0, S,46.225,0.21,29.792,36.51775
K15KH5D, classical, m,0, S,46.004,0.186,26.236,37.447256
K15KH5E, classical, m,0, S,45.735,0.122,7.222,40.15533
K15KH5F, classical, m,0, S,45.216,0.181,8.605,37.031904
K15KH5G, classical, m,0, S,43.466,0.076,7.33,40.162584
K15KH5H, classical, m,0, S,40.284,0.071,17.585,37.423836
K15KH5J, classical, m,0, S,42.922,0.116,39.451,37.943048
K15KH5K, classical, m,0, S,45.145,0.143,8.827,38.689265
K15KH5L, classical, m,0, S,44.81,0.128,8.637,39.07432
K15KH5M, classical, m,0, S,46.475,0.081,8.251,42.710525
K15KH5N, classical, m,0, S,47.276,0.122,12.766,41.508328
K15KH5O, classical, m,0, IH,40.369,0.086,31.003,36.897266
K15KH5P, classical, m,0, S,44.833,0.126,10.615,39.184042
K15KH5Q, classical, m,0, S,42.946,0.103,13.022,38.522562
K15KH5R, classical, m,0, S,44.073,0.102,15.626,39.577554
K15KH5S, classical, m,0, S,45.285,0.104,7.691,40.57536
K15KH5T, classical, m,0, S,45.301,0.069,7.125,42.175231
K15KH5U, classical, m,0, S,43.93,0.048,7.065,41.82136
K15KH5V, classical, m,0, S,45.443,0.161,19.273,38.126677
K15KH5W, classical, m,0, S,46.276,0.148,6.352,39.427152
K15KH5X, classical, m,0, S,45.681,0.072,5.896,42.391968
K15KH5Y, classical, m,0, I,44.518,0.049,7.676,42.336618
K15KH5Z, classical, m,0, S,46.944,0.194,18.674,37.836864
K15KH6A, classical, m,0, S,44.294,0.144,6.198,37.915664
K15KH6B, classical, m,0, S,45.176,0.182,27.491,36.953968
K15KH6C, classical, m,0, S,41.967,0.105,11.034,37.560465
K15KH6D, classical, m,0, S,46.136,0.152,11.513,39.123328
K15KH8G, resonant,3,2, S,39.366,0.277,27.49,28.461618
K15KH8K, classical, i,0, S,36.89,0.014,22.886,36.37354
K15KJ9L, classical, m,0, S,43.545,0.037,5.672,41.933835
K15KJ9M, resonant,3,2, S,39.478,0.185,6.575,32.17457
K15KJ9N, classical, m,0, S,45.095,0.052,4.839,42.75006
K15MF0L, classical, m,0, S,43.627,0.045,6.48,41.663785
K15PV2F, classical, m,0, S,45.265,0.091,17.994,41.145885
K15PV2L, classical, m,0, S,41.881,0.135,26.122,36.227065
K15Q14L, classical, m,0, IH,43.585,0.116,12.194,38.52914
K15Q23W, classical, m,0, S,47.457,0.039,20.869,45.606177
K15Q33W, classical, m,0, I,45.927,0.174,21.527,37.935702
K15Q33Y, classical, m,0, S,42.923,0.036,32.676,41.377772
K15RO5T, classical, m,0, S,44.387,0.084,0.958,40.658492
K15RO5X, scattering,0,0, I,423.969,0.893,12.138,45.364683
K15RR7C, resonant,23,12, I,46.395,0.16,24.306,38.9718
K15RR7J, classical, m,0, S,46.704,0.204,5.52,37.176384
K15RR7R, resonant,3,2, S,39.385,0.241,8.001,29.893215
K15RR7S, resonant,3,2, S,39.414,0.185,3.921,32.12241
K15RR7T, resonant,3,2, S,39.571,0.176,5.457,32.606504
K15RR7U, resonant,3,2, S,39.333,0.249,16.27,29.539083
K15RR7V, resonant,3,2, S,39.323,0.165,5.772,32.834705
K15RR7W, resonant,1,1, I,30.016,0.077,30.827,27.704768
K15RR7X, resonant,2,1, S,47.642,0.206,0.073,37.827748
K15RR8B, resonant,4,1, I,75.655,0.439,27.694,42.442455
K15RR8C, classical, m,0, I,43.706,0.084,4.571,40.034696
K15RR8D, resonant,7,4, S,43.653,0.113,2.61,38.720211
K15RR8E, resonant,7,4, IH,43.633,0.074,6.872,40.404158
K15RR8F, resonant,7,4, SH,43.635,0.083,2.383,40.013295
K15RR8G, resonant,7,4, S,43.628,0.169,3.558,36.254868
K15RR8J, resonant,5,3, S,42.183,0.156,5.209,35.602452
K15RR8K, resonant,5,3, S,42.309,0.154,9.779,35.793414
K15RR8M, resonant,15,8, I,45.766,0.184,22.211,37.345056
K15RR8O, resonant,13,7, S,45.438,0.238,25.362,34.623756
K15RR8P, resonant,12,7, SH,43.126,0.166,7.185,35.967084
K15RR8Q, classical, m,0, S,45.951,0.101,18.363,41.309949
K15RR8T, resonant,11,6, S,45.055,0.194,17.96,36.31433
K15RR8Y, classical, i,0, S,38.848,0.057,1.097,36.633664
K15RR9F, scattering,0,0, I,42.894,0.241,6.932,32.556546
K15RR9L, classical, m,0, S,44.207,0.033,0.46,42.748169
K15RR9M, classical, m,0, S,44.107,0.064,0.156,41.284152
K15RR9N, classical, m,0, S,42.849,0.112,15.509,38.049912
K15RR9O, classical, m,0, S,45.492,0.063,0.531,42.626004
K15RR9P, classical, m,0, S,44.071,0.062,1.926,41.338598
K15RR9Q, classical, m,0, S,46.746,0.171,2.929,38.752434
K15RR9R, classical, m,0, S,44.211,0.083,0.83,40.541487
K15RR9S, classical, m,0, S,44.165,0.039,0.717,42.442565
K15RR9T, classical, m,0, S,43.791,0.035,2.209,42.258315
K15RR9U, classical, m,0, S,46.216,0.132,5.089,40.115488
K15RR9V, classical, m,0, I,45.468,0.139,1.465,39.147948
K15RR9W, classical, m,0, S,43.908,0.079,1.499,40.439268
K15RR9X, classical, m,0, S,43.172,0.043,16.024,41.315604
K15RR9Y, classical, m,0, S,44.789,0.175,17.755,36.950925
K15RR9Z, classical, m,0, S,43.56,0.071,3.566,40.46724
K15RS0A, classical, m,0, S,44.851,0.096,1.968,40.545304
K15RS0B, classical, m,0, S,43.792,0.073,2.17,40.595184
K15RS0C, classical, m,0, S,43.288,0.047,0.461,41.253464
K15RS0D, classical, m,0, S,44.647,0.109,1.491,39.780477
K15RS0E, classical, m,0, S,44.31,0.043,0.997,42.40467
K15RS0F, classical, m,0, S,42.978,0.087,20.206,39.238914
K15RS0G, classical, m,0, S,42.631,0.055,1.909,40.286295
K15RS0H, classical, m,0, S,44.953,0.107,2.398,40.143029
K15RS0J, classical, m,0, S,45.354,0.067,1.457,42.315282
K15RS0K, classical, m,0, S,45.405,0.063,23.82,42.544485
K15RS0L, classical, m,0, S,45.084,0.066,3.477,42.108456
K15RS0M, classical, m,0, S,45.574,0.06,3.638,42.83956
K15RS0N, classical, m,0, S,41.367,0.126,19.681,36.154758
K15RS0O, classical, m,0, S,41.396,0.045,34.929,39.53318
K15RS0P, classical, m,0, S,45.415,0.094,3.48,41.14599
K15RS0Q, classical, m,0, S,44.017,0.044,2.088,42.080252
K15RS0R, classical, m,0, S,41.477,0.073,33.327,38.449179
K15RS0S, classical, m,0, S,41.282,0.032,32.043,39.960976
K15RS0T, classical, m,0, S,41.395,0.051,10.893,39.283855
K15RS0U, classical, m,0, S,47.037,0.116,2.189,41.580708
K15RS0V, classical, m,0, S,42.783,0.118,10.693,37.734606
K15RS0W, classical, m,0, S,41.357,0.14,32.358,35.56702
K15RS0X, classical, m,0, S,43.929,0.134,22.585,38.042514
K15RS0Y, classical, m,0, S,46.339,0.139,17.121,39.897879
K15RS0Z, classical, m,0, S,43.966,0.136,11.907,37.986624
K15RS1A, classical, m,0, S,42.732,0.048,9.108,40.680864
K15RS1B, classical, m,0, S,43.258,0.053,2.206,40.965326
K15RS1C, classical, m,0, S,46.067,0.017,4.384,45.283861
K15RS1D, classical, m,0, S,41.344,0.112,17.483,36.713472
K15RS1E, classical, m,0, I,45.857,0.157,8.511,38.657451
K15RS1F, classical, m,0, S,46.095,0.176,7.496,37.98228
K15RS1G, classical, m,0, I,46.162,0.222,8.482,35.914036
K15RS1H, classical, m,0, S,46.932,0.173,4.812,38.812764
K15RS1J, classical, m,0, S,46.131,0.175,10.871,38.058075
K15RS1K, classical, m,0, S,44.31,0.075,2.276,40.98675
K15RS1M, classical, m,0, S,45.8,0.151,10.528,38.8842
K15RS1N, classical, m,0, S,42.531,0.128,40.361,37.087032
K15RS1O, classical, m,0, S,43.851,0.17,2.373,36.39633
K15RS1P, classical, m,0, S,44.942,0.117,3.023,39.683786
K15RS1R, classical, m,0, S,44.252,0.073,1.544,41.021604
K15RY5X, classical, m,0, S,41.779,0.046,15.185,39.857166
K15S20P, classical, m,0, S,44.934,0.112,3.088,39.901392
K15S49Z, resonant,13,7, I,45.455,0.167,27.527,37.864015
K15Ta0Y, resonant,5,2, S,55.592,0.428,9.997,31.798624
K15Ta1A, classical, m,0, S,42.945,0.089,5.042,39.122895
K15Ta1C, resonant,3,2, S,39.294,0.111,5.718,34.932366
K15Ta1J, classical, m,0, S,45.26,0.043,7.953,43.31382
K15Ta1L, resonant,7,4, S,43.643,0.164,10.626,36.485548
K15Ta1P, resonant,3,2, S,39.396,0.132,9.65,34.195728
K15Ta1R, resonant,5,4, S,34.884,0.099,6.373,31.430484
K15Ta1V, detached,0,0, I,88.801,0.573,25.21,37.918027
K15Ta2F, detached,0,0, I,69.011,0.478,28.817,36.023742
K15Ta2G, classical, m,0, S,44.218,0.089,5.539,40.282598
K15Ta2R, resonant,7,4, I,43.787,0.158,7.014,36.868654
K15Ta3J, resonant,19,10, IH,46.134,0.181,14.336,37.783746
K15Ta3K, classical, m,0, S,40.889,0.066,14.788,38.190326
K15Ta3S, resonant,5,2, S,55.358,0.442,14.601,30.889764
K15Ta3X, classical, m,0, S,40.303,0.024,16.968,39.335728
K15Te8Q, resonant,3,2, S,39.399,0.268,14.244,28.840068
K15UA5N, resonant,61,4, I,184.95,0.776,37.024,41.4288
K15VF7D, resonant,2,1, S,47.708,0.31,0.892,32.91852
K15VG4A, classical, m,0, S,45.767,0.072,24.686,42.471776
K15VG4B, classical, m,0, S,44.884,0.08,24.682,41.29328
K15VG4C, classical, m,0, S,45.304,0.143,25.675,38.825528
K15VG4D, classical, m,0, S,45.825,0.072,27.893,42.5256
K15VG4J, resonant,3,2, S,39.36,0.204,6.357,31.33056
K15VG4K, resonant,3,2, S,39.217,0.247,1.967,29.530401
K15VG4L, resonant,3,2, S,39.322,0.238,11.599,29.963364
K15VG4M, resonant,3,2, S,39.238,0.252,18.286,29.350024
K15VG4N, resonant,3,2, S,39.445,0.241,9.43,29.938755
K15VG4O, resonant,3,2, S,39.536,0.301,14.162,27.635664
K15VG4P, resonant,3,2, S,39.221,0.253,5.296,29.298087
K15VG4Q, resonant,3,2, S,39.583,0.245,15.036,29.885165
K15VG4R, resonant,3,2, S,39.267,0.206,1.655,31.177998
K15VG4S, resonant,3,2, S,39.357,0.154,20.721,33.296022
K15VG4T, resonant,3,2, S,39.287,0.261,7.034,29.033093
K15VG4U, resonant,3,2, S,39.519,0.139,37.5,34.025859
K15VG4V, resonant,3,2, S,39.51,0.09,1.765,35.9541
K15VG4W, resonant,3,2, S,39.432,0.159,1.382,33.162312
K15VG4X, resonant,3,2, S,39.268,0.33,16.872,26.30956
K15VG4Y, resonant,3,2, S,39.364,0.185,1.285,32.08166
K15VG4Z, resonant,3,2, S,39.436,0.219,1.754,30.799516
K15VG5A, resonant,3,2, S,39.617,0.282,14.167,28.445006
K15VG5B, resonant,3,2, S,39.629,0.204,2.647,31.544684
K15VG5C, resonant,3,2, S,39.351,0.099,13.356,35.455251
K15VG5D, resonant,3,2, S,39.526,0.224,12.009,30.672176
K15VG5E, resonant,3,2, S,39.572,0.213,0.627,31.143164
K15VG5F, resonant,3,2, S,39.329,0.346,23.48,25.721166
K15VG5G, resonant,3,2, S,39.29,0.217,10.24,30.76407
K15VG5H, resonant,3,2, S,39.458,0.154,13.673,33.381468
K15VG5J, resonant,3,2, S,39.211,0.109,6.074,34.937001
K15VG5K, resonant,3,2, S,39.551,0.253,3.124,29.544597
K15VG5L, resonant,3,2, S,39.46,0.159,22.679,33.18586
K15VG5M, resonant,3,2, S,39.456,0.207,7.213,31.288608
K15VG5N, resonant,3,2, S,39.224,0.229,3.95,30.241704
K15VG5O, resonant,3,2, S,39.473,0.21,10.017,31.18367
K15VG5P, resonant,3,2, S,39.391,0.335,15.121,26.195015
K15VG5Q, resonant,3,2, S,39.25,0.279,19.104,28.29925
K15VG5R, resonant,3,2, S,39.501,0.046,12.728,37.683954
K15VG5S, resonant,3,2, S,39.463,0.184,3.072,32.201808
K15VG5T, resonant,3,2, S,39.33,0.278,13.559,28.39626
K15VG5U, resonant,3,2, S,39.226,0.159,5.136,32.989066
K15VG5V, resonant,1,1, S,30.12,0.086,16.855,27.52968
K15VG5W, resonant,1,1, S,30.101,0.051,4.998,28.565849
K15VG5X, resonant,1,1, S,30.073,0.075,17.14,27.817525
K15VG5Y, resonant,2,1, S,47.733,0.303,1.288,33.269901
K15VG5Z, resonant,2,1, S,47.689,0.368,4.115,30.139448
K15VG6A, resonant,2,1, S,47.761,0.418,13.153,27.796902
K15VG6B, resonant,2,1, S,47.647,0.327,1.045,32.066431
K15VG6C, resonant,2,1, SH,48.105,0.24,2.917,36.5598
K15VG6D, resonant,2,1, S,47.671,0.359,1.911,30.557111
K15VG6E, resonant,2,1, S,47.836,0.212,4.344,37.694768
K15VG6F, resonant,2,1, S,47.701,0.316,1.569,32.627484
